nct_id,title,status,phase,enrollment_target,enrollment_type,n_sites,states,sex,min_age,max_age,conditions,eligibility_snippet
NCT04996433,A Comparison of Two Psychotherapy Programs in Persistently Depressed Treatment-Resistant Inpatients,RECRUITING,NA,396,ESTIMATED,8,State of Berlin,ALL,18 Years,75 Years,"Persistent Depressive Disorder, Treatment-resistant Depression","Inclusion Criteria: Primary DSM-5 diagnosis of PDD (300.4, 296.2x, 296.3x) Total Hamilton Depression Rating Scale (HDRS-..."
NCT07532551,Internet-Based Cognitive Behavioural Therapy (iCBT) for Anxiety and Depression in Singapore,RECRUITING,NA,390,ESTIMATED,3,No US/listed site,ALL,21 Years,No upper limit,"Depression and/or Anxiety in the Mild-to-moderate Range, Cognitive Behavioral Therapy",1. Quantitative Study - Patients Inclusion Criteria: Age ≥21 years Tier 2 - 3 depression and/or anxiety based on PHQ-9 a...
NCT06537869,iCBT for Seniors With Depression in Primary Care,RECRUITING,NA,390,ESTIMATED,1,No US/listed site,ALL,65 Years,No upper limit,"Depression Mild, Depression Moderate","Inclusion Criteria: All patients >65, attending PCCs engaged in the trial, with mood as well as somatic complaints will ..."
NCT06409247,iExposure Intervention for Social Anxiety,ACTIVE_NOT_RECRUITING,NA,390,ESTIMATED,1,California,ALL,18 Years,No upper limit,Social Anxiety,Inclusion Criteria: Age 18 or older Fluent in English Leibowitz Social Anxiety Scale > 47 and endorses both social anxie...
NCT06958692,A Trial of Dextromethorphan and Bupropion Sustained-Release Tablets in Patients With Major Depressive Disorder,RECRUITING,PHASE3,388,ESTIMATED,1,Beijing Municipality,ALL,18 Years,65 Years,Major Depressive Disorder (MDD),"Inclusion Criteria: 1. Male or female, Age 18 - 65, inclusive 2. Currently meets DSM-5 diagnosis of MDD without psychoti..."
NCT04092010,Improving Preschool Outcomes by Addressing Maternal Depression in Head Start,ACTIVE_NOT_RECRUITING,NA,388,ESTIMATED,1,Massachusetts,FEMALE,,No upper limit,Maternal Depression,Inclusion Criteria: Mother of a 0 to 5-year-old Head Start child Mother speaks English or Spanish Exclusion Criteria: Mo...
NCT05748613,Anxiety Sensitivity Treatment to Reduce Anxiety in Alzheimer's,RECRUITING,NA,388,ESTIMATED,3,"Florida, Ohio",ALL,60 Years,No upper limit,"Anxiety, Mild Cognitive Impairment, Alzheimer Disease, Dementia","Inclusion Criteria: DYAD Patient age 60+ Care partner 18+ Has care partner who will participate (""someone you have a rec..."
NCT06374277,Pharmacy-led Transitions of Care Intervention to Improve Medication Adherence,RECRUITING,NA,388,ESTIMATED,2,Tennessee,ALL,18 Years,No upper limit,"Diabetes, Hypertension, High Cholesterol/Hyperlipidemia, Coronary Artery Disease, Congestive Heart Failure, Chronic Lung Disease, Chronic Kidney Diseases, Arrythmia, Stroke, Depression, Anxiety, Pulmonary Embolism, Heart Attack",Inclusion Criteria: Medicaid or uninsured inpatients 21 years or older ≥2 of the complex chronic conditions during index...
NCT07767903,A Trial of the Efficacy and Safety of a Fixed Dose of SEP-363856 in Adults With Generalized Anxiety Disorder,RECRUITING,PHASE3,384,ESTIMATED,2,"New Jersey, New York",ALL,18 Years,No upper limit,Generalized Anxiety Disorder,Key Inclusion Criteria 1. Male or female participants at least 18 years of age at the time of informed consent 2. Primar...
NCT06372964,Multicenter Study of Lumateperone for the Treatment of Bipolar Depression in Pediatric Patients,RECRUITING,PHASE3,384,ESTIMATED,68,"Alabama, Arkansas, California, Colorado, Florida, Georgia, Illinois, Indiana, Maryland, Michigan, Missouri, Nebraska, New York, Ohio, Oklahoma, Texas, Virginia, Washington",ALL,10 Years,17 Years,Bipolar Depression,Inclusion Criteria: 1. Able to provide consent as follows: The Legally Authorized Representative (LAR) must provide writ...
NCT04777357,A Study to Assess Change in Disease Activity and Adverse Events (AEs) With Cariprazine in the Treatment of Depressive Episodes in Pediatric Participants Participants (10 to 17 Years of Age) With Bipolar I Disorder.,RECRUITING,PHASE3,380,ESTIMATED,81,"Arkansas, California, Florida, Georgia, Illinois, Indiana, Krasnodarskiy Kray, Louisiana, Maryland, Moscow, New Jersey, New York, North Carolina, Ohio, Oklahoma, Orenburg Oblast, Stavropol Kray, Texas, Utah, Washington",ALL,10 Years,17 Years,"Depression, Bipolar I Disorder","Inclusion Criteria: Participants with Diagnostic and Statistical Manual of Mental Disorders, Fifth Edition (DSM-5) prima..."
NCT06363266,A SMART Design to Optimize the Delivery of TEMPO for Men With Prostate Cancer and Their Caregivers,RECRUITING,NA,376,ESTIMATED,2,"Canada, Quebec",ALL,18 Years,No upper limit,"Cancer of the Prostate, Anxiety",Patient inclusion criteria: Prostate cancer diagnosis; Treatment for prostate cancer (excluding active surveillance) sch...
NCT05215353,A Study Comparing Music Therapy and Cognitive Behavioral Therapy for Anxiety in Cancer Survivors,RECRUITING,PHASE4,368,ESTIMATED,3,"Florida, New York, Pennsylvania",ALL,18 Years,No upper limit,Survivorship,Inclusion Criteria: English- or Spanish-speaking 18 years or older Prior cancer diagnosis of any type or stage Free of o...
NCT07085065,Distraction With Virtual Reality From Pain and Anxiety for Patients With Hematological Malignancies,RECRUITING,NA,365,ESTIMATED,1,Sfax Governorate,ALL,6 Years,No upper limit,"Pain Management, Anxiety, Procedures, Hematological Neoplasms",Inclusion Criteria being ≥ 6 years old having a confirmed diagnosis of a hematological malignancy undergoing at least on...
NCT05698394,Effect of Low-dose Esketamine on Maternal Depression at 3 Years After Childbirth,ACTIVE_NOT_RECRUITING,PHASE4,364,ACTUAL,4,"Hunan, Jiangsu, Zhejiang",FEMALE,18 Years,No upper limit,"Prenatal Depression, Ketamine, Postpartum Depression","All 364 pregnant women who participated in the underling trial ""Effect of low-dose esketamine on the incidence of postpa..."
NCT07161700,"An Open-Label Extension Study to Evaluate the Safety and Tolerability of SPT-300 (GlyphAllo) in Participants With Major Depressive Disorder, With or Without Anxious Distress (BUOY-1 OLE Study)",ENROLLING_BY_INVITATION,PHASE2,360,ESTIMATED,40,"Brandenburg, California, Connecticut, Florida, Georgia, Massachusetts, Mecklenburg-Vorpommern, Missouri, New York, Ohio, Texas",ALL,18 Years,66 Years,"Major Depressive Disorder (MDD), Major Depressive Disorder With Anxious Distress","Inclusion Criteria: Participant who completed treatment in Study SPT-300-2024-203 (i.e., participant who competed Visit ..."
NCT07621237,A Study to Evaluate TNX-102 SL Monotherapy Versus Placebo in Participants With Major Depressive Disorder (MDD),RECRUITING,PHASE2,360,ESTIMATED,25,"Arizona, California, Florida, Georgia, Illinois, Louisiana, Maryland, Massachusetts, Nevada, New York, South Carolina, Tennessee, Texas, Utah",ALL,18 Years,No upper limit,"Major Depressive Episode (MDE), Major Depressive Disorder (MDD), Depression",Inclusion Criteria: Primary DSM-5 diagnosis of current MDD. The duration of the current MDE must be between 6 weeks and ...
NCT07384273,Evaluating the Effectiveness of an Internet-based Therapy (iCARE) to Treat Symptoms of Postpartum Depression,RECRUITING,NA,352,ESTIMATED,1,No US/listed site,FEMALE,18 Years,No upper limit,Postpartum Depression (PPD),Inclusion Criteria: Given birth within 6 months Edinburgh Postnatal Depression Scale (EPDS) score above 7 ≥age 18 Access...
NCT03250026,Cooperation for Primary Care Patients on Sick Leave for CMD: Care Manager and Workplace Intervention - CO-WORK-CARE,ACTIVE_NOT_RECRUITING,NA,349,ACTUAL,1,Region Västra Götaland,ALL,18 Years,67 Years,"Depressive Disorder, Anxiety Disorders",Inclusion Criteria: Patients attending primary care centers with care manager function aged >=18 to 67 years diagnosed w...
NCT06467474,Psychoeducational Group for Depression,RECRUITING,NA,338,ESTIMATED,1,No US/listed site,ALL,18 Years,59 Years,Major Depressive Disorder (MDD,Inclusion: Both sexes; Ages between 18 and 65 years old; Diagnosis of Major Depressive Disorder (MDD) made by a clinicia...
NCT06996067,Essential Coaching Postpartum: Evaluating a Parent-focused Postpartum Text Message Program in Nova Scotia,RECRUITING,NA,332,ESTIMATED,1,Nova Scotia,ALL,18 Years,No upper limit,"Parenting Self-efficacy, Postpartum Anxiety, Postpartum Depression (PPD), Postpartum Stress, Mental Health, Co-parenting Practices",INCLUSION CRITERIA: Eligible birthing parents will early postpartum (<7 days) with their first child understand English ...
NCT06586619,A Remotely Delivered Tai Chi/Qigong Intervention for Older People Living With HIV,RECRUITING,NA,326,ESTIMATED,1,Florida,ALL,50 Years,75 Years,"Depressive Symptoms, Hiv","Inclusion Criteria: In order to be eligible to participate in this study, an individual must meet all of the following c..."
NCT02543983,Neurobiology of Suicide,RECRUITING,PHASE2,325,ESTIMATED,1,Maryland,ALL,18 Years,70 Years,"Healthy Volunteers, Depression",INCLUSION CRITERIA: Phase I: Groups 1-3 and 5 (Patients) 1. 18 to 70 years of age. 2. A level of understanding sufficien...
NCT05922878,Study of ALTO-300 in MDD,RECRUITING,PHASE2,321,ESTIMATED,45,"Arizona, Arkansas, California, Colorado, Connecticut, Florida, Georgia, Idaho, Illinois, Louisiana, Mississippi, Nevada, New Mexico, New York, North Carolina, Ohio, Oklahoma, Pennsylvania, Texas, Utah, Virginia",ALL,18 Years,70 Years,Major Depressive Disorder,"Inclusion Criteria: Have a diagnosis of moderate to severe major depressive disorder (MDD) At Visit 1, currently taking ..."
NCT05011864,Integrated Tele-Behavioral Activation and Fall Prevention for Low-income Homebound Seniors With Depression,RECRUITING,NA,320,ESTIMATED,1,Texas,ALL,50 Years,100 Years,"Depression, Unipolar, Fall",Inclusion Criteria: Age 50+ English or Spanish proficiency 24-item Hamilton Rating Scale for Depression score > 15 12-it...
NCT07174557,Remote Evaluation and Alerting for Collaborative Health (REACH) in Depression,RECRUITING,NA,320,ESTIMATED,2,New Hampshire,ALL,18 Years,No upper limit,"Depression, Major Depressive Disorder",Inclusion Criteria: Adult patients (18 years or older) Treated for depression within Dartmouth Health collaborative care...
NCT07167849,Study on a Digital Ultra-Brief Intervention During Wait Times for Psychotherapy,RECRUITING,NA,312,ESTIMATED,1,No US/listed site,ALL,18 Years,No upper limit,"Depressive Disorders, Anxiety Disorders",Inclusion Criteria: Read the patient information and return signed written informed consent sheet Currently waiting for ...
NCT06587230,Teachers Leading the Front Lines - North Carolina (Tealeaf-NC),RECRUITING,NA,312,ESTIMATED,1,North Carolina,ALL,5 Years,99 Years,"Child Behavior, Mental Health Issue, Psychosocial Functioning, Depression, Anxiety",Inclusion Criteria: Schools: Have been trained in either Tealeaf or RE-SEED in Summer 2024 or 2025 after being randomize...
NCT06057337,"Families With Pride (""Familias Con Orgullo"").",RECRUITING,NA,306,ESTIMATED,1,Florida,ALL,13 Years,19 Years,"Depression, Drug Use","Inclusion Criteria: Youth, 13 - 19, who report at least one of the following: a) identify as gay, lesbian, or bisexual, ..."
NCT07300969,A Study to Evaluate the Effectiveness of DT-101 in Patients With Depression,RECRUITING,PHASE2,300,ESTIMATED,43,"Arkansas, California, Florida, Georgia, Maryland, Massachusetts, Mississippi, Nevada, New Jersey, New York, Pennsylvania, Texas, Washington",ALL,18 Years,75 Years,Major Depressive Disorder (MDD),"Inclusion Criteria: The participant is able to read, understand and communicate in the local language used at the study ..."
NCT05400564,The Families and Middle School Success Project,ACTIVE_NOT_RECRUITING,NA,300,ESTIMATED,1,Oregon,ALL,,No upper limit,"Parenting, Parent-Child Relations, Self-regulation, Problem Behavior in School, School Adjustment, Depression",Inclusion Criteria: A caregiver must have a child between the ages of 11 and 14 The child must be a middle school studen...
NCT07391020,Text Message Safety Behavior Fading for Pathological Worry,RECRUITING,NA,300,ESTIMATED,1,Florida,ALL,18 Years,65 Years,"Generalized Anxiety Disorder (GAD), Worrying, Anxiety",Inclusion Criteria: - Elevated worry as defined by a score of 60 or higher on the PSWQ. Exclusion Criteria: Score of 59 ...
NCT07589621,Safety Behavior Fading Versus Progressive Muscle Relaxation for Appearance Concerns,RECRUITING,NA,300,ESTIMATED,1,Florida,ALL,18 Years,65 Years,"Body Dysmorphic Disorder, Eating Disorders, Social Anxiety Disorder",Inclusion Criteria: being between the ages of 18 and 65 years old having an internet-capable smart-phone scoring at or a...
NCT06949943,Pre-Operative Guided Meditation to Reduce Pre-Operative Anxiety in Patients Undergoing Cancer-Directed Surgery,RECRUITING,NA,300,ESTIMATED,1,Ohio,ALL,18 Years,No upper limit,"Hematopoietic and Lymphatic System Neoplasm, Malignant Solid Neoplasm",Inclusion Criteria: Participants will be recruited among patients who are scheduled for cancer-directed surgery Particip...
NCT07715591,Randomized Controlled Trial of the STEIN Protocol: A Neuroplastic Pain Education and Guided Breathing Intervention During Awake Cataract Surgery,RECRUITING,NA,300,ESTIMATED,1,California,ALL,,No upper limit,"Cataract, Cataract (Post-operative Cataract Surgery Follow-up)",Inclusion Criteria: Adults undergoing elective cataract surgery under topical anesthesia who are able to provide informe...
NCT07409298,Impact of an Artificial Intelligence-Based Management Model on Psychological and Behavioral Outcomes in Breast Cancer Patients Undergoing Home CDK4/6 Inhibitor Therapy,ENROLLING_BY_INVITATION,NA,300,ESTIMATED,1,No US/listed site,ALL,18 Years,80 Years,"CDK4/6 Inhibitors, Depression Anxiety Disorder, Breast Cancer","Inclusion Criteria: Females aged ≥ 18 years, regardless of menopausal status. Diagnosis of HR+/HER2- breast cancer. Curr..."
NCT07216326,Our Voices Matter: Intervention for Depression in Youth,RECRUITING,NA,300,ESTIMATED,1,Illinois,ALL,15 Years,20 Years,"Depressive Symptoms, Allostatic Load, Metabolic Syndrome",Inclusion Criteria: 1. 15-20 years old 2. Identify as Black and/ or Latinx 3. Speak English Exclusion Criteria: 1. Young...
NCT05461495,NYUCI-ES: Psychosocial Intervention to Improve Health Outcomes for Chinese and Korean ADRD Caregivers,ACTIVE_NOT_RECRUITING,NA,300,ESTIMATED,1,New York,ALL,50 Years,No upper limit,"Dementia Caregivers, Diabetes, Heart Disease, Overweight",Inclusion Criteria: A spouse or other family caregiver of Chinese or Korean ancestry living in New York City or Bergen C...
NCT04846777,Brief Smartphone Treatment Study,RECRUITING,NA,300,ESTIMATED,1,Pennsylvania,ALL,18 Years,No upper limit,Generalized Anxiety Disorder,Inclusion Criteria: Presence of Generalized Anxiety Disorder based on the Generalized Anxiety Disorder Questionnaire-IV ...
NCT05405803,To Improve Depressive Symptoms Using a Web-App,RECRUITING,NA,300,ESTIMATED,1,Texas,FEMALE,40 Years,60 Years,Depression,Inclusion Criteria: self-reported midlife Korean-American women aged 40 to 60 years whose parents and grandparents are o...
NCT06162741,Type I Hybrid Effectiveness-Implementation Trial of Primary Care Brief Mindfulness Training for Veterans,RECRUITING,NA,300,ESTIMATED,4,"Arizona, California, Missouri, New York",ALL,18 Years,No upper limit,"Post Traumatic Stress Disorder (PTSD), Depression, Anxiety","Inclusion Criteria: To be eligible, participants must be: enrolled in VA primary care through the local VA site report c..."
NCT06964867,Effectiveness of Multimedia Health Education to Reduce Anxiety in Patients With Vitreous Floaters,RECRUITING,NA,300,ESTIMATED,1,Jiangsu,ALL,,No upper limit,"Vitreous Floaters, Anxiety",Inclusion Criteria: 1. Clinical diagnosis of vitreous floaters; 2. Be able to complete questionnaires. Exclusion Criteri...
NCT07133893,Transcranial Photobiomodulation in Anxiety Disorders,RECRUITING,NA,280,ESTIMATED,1,Texas,ALL,18 Years,100 Years,Symptoms of Anxiety,Inclusion Criteria: 18 years of age and older State-Trait Anxiety Index (STAI) questionnaire score between 40-59 (indica...
NCT06854367,Accelerated vs. Conventional Theta Burst Stimulation for Late-life Depression,RECRUITING,NA,280,ESTIMATED,2,Ontario,ALL,60 Years,No upper limit,"Late Life Depression (LLD), Depression - Major Depressive Disorder, Depressive Disorder, Treatment-Resistant, Mood Disorders",Inclusion Criteria: 1. are voluntary and competent to consent to treatment 2. are an outpatient 3. are ≥ 60 years old 4....
